,AMZN_open,AMZN_high,AMZN_low,AMZN_close,AMZN_adjusted_close,AMZN_volume,AMZN_dividend_amount,AMZN_split_coefficient,AMZN_daily_range,AMZN_relative_returns,AMZN_log_returns,AMZN_ema_20,AMZN_ema_50,AMZN_ema_100,AMZN_real_middle_band,AMZN_real_upper_band,AMZN_real_lower_band,AMZN_RSI,AMZN_ADX,AMZN_MACD,MSFT_open,MSFT_high,MSFT_low,MSFT_close,MSFT_adjusted_close,MSFT_volume,MSFT_dividend_amount,MSFT_split_coefficient,MSFT_daily_range,MSFT_relative_returns,MSFT_log_returns,MSFT_ema_20,MSFT_ema_50,MSFT_ema_100,MSFT_real_upper_band,MSFT_real_middle_band,MSFT_real_lower_band,MSFT_RSI,MSFT_ADX,MSFT_MACD,AAPL_open,AAPL_high,AAPL_low,AAPL_close,AAPL_adjusted_close,AAPL_volume,AAPL_dividend_amount,AAPL_split_coefficient,AAPL_daily_range,AAPL_relative_returns,AAPL_log_returns,AAPL_ema_20,AAPL_ema_50,AAPL_ema_100,AAPL_real_upper_band,AAPL_real_middle_band,AAPL_real_lower_band,AAPL_RSI,AAPL_ADX,AAPL_MACD,GOOGL_open,GOOGL_high,GOOGL_low,GOOGL_close,GOOGL_adjusted_close,GOOGL_volume,GOOGL_dividend_amount,GOOGL_split_coefficient,GOOGL_daily_range,GOOGL_relative_returns,GOOGL_log_returns,GOOGL_ema_20,GOOGL_ema_50,GOOGL_ema_100,GOOGL_real_middle_band,GOOGL_real_upper_band,GOOGL_real_lower_band,GOOGL_RSI,GOOGL_ADX,GOOGL_MACD,WMT_open,WMT_high,WMT_low,WMT_close,WMT_adjusted_close,WMT_volume,WMT_dividend_amount,WMT_split_coefficient,WMT_daily_range,WMT_relative_returns,WMT_log_returns,WMT_ema_20,WMT_ema_50,WMT_ema_100,WMT_real_upper_band,WMT_real_lower_band,WMT_real_middle_band,WMT_RSI,WMT_ADX,WMT_MACD,GS_open,GS_high,GS_low,GS_close,GS_adjusted_close,GS_volume,GS_dividend_amount,GS_split_coefficient,GS_daily_range,GS_relative_returns,GS_log_returns,GS_ema_20,GS_ema_50,GS_ema_100,GS_real_lower_band,GS_real_middle_band,GS_real_upper_band,GS_RSI,GS_ADX,GS_MACD,JPM_open,JPM_high,JPM_low,JPM_close,JPM_adjusted_close,JPM_volume,JPM_dividend_amount,JPM_split_coefficient,JPM_daily_range,JPM_relative_returns,JPM_log_returns,JPM_ema_20,JPM_ema_50,JPM_ema_100,JPM_real_upper_band,JPM_real_lower_band,JPM_real_middle_band,JPM_RSI,JPM_ADX,JPM_MACD,two_yr_us_bond,ten_yr_us_bond,thirty_yr_us_bond,vix,oil_etf_vol,gold_etf_vol,china_etf_vol,emer_markets_etf_vol,russel_2k_etf_vol,energy_etf_vol,SP500,DJIA,NASDAQ,crude_oil_texas,gold_morning,gold_afternoon,crude_oil_brent,hh_natural_gas,high_yield_master_II_tri,corporate_master_tri,economic_uncertainty_index,USEU,CHUS,JPUS,CAUS,USUK,KOUS,MXUS,BZUS,INUS,USAL,SZUS,SFUS,HKUS,MAUS,SIUS
2018-09-13,2000.0,2008.76,1982.03,1989.87,1989.87,3621511.0,0.0,1.0,26.730000000000018,0.009988884320801361,0.009939325169637137,1916.7908303312229,1820.8314148043214,1760.4254479776694,1949.9972,2049.1762,1850.8182,62.6204,25.3339,34.9795,112.12,113.725,112.12,112.91,110.4697,26055620.0,0.0,1.0,1.6049999999999898,-0.004056988974907139,-0.0040652408808350415,110.13808571738728,108.25936470434971,108.44471970380154,113.9736,109.8257,105.6779,62.6789,14.9214,1.1162,223.52,228.35,222.57,226.41,221.7365,41706377.0,0.0,1.0,5.780000000000001,0.01148164282830666,0.011416228996624866,216.56639713543748,207.58197951832565,197.01589380013283,228.7813,219.4587,210.1361,65.9769,38.4025,4.9199,1179.7,1187.86,1169.22,1182.14,1182.14,2003418.0,0.0,1.0,18.639999999999873,0.0035314691251124852,0.00352524812988797,1168.5063570143784,1136.6377704329036,1122.6561130255634,1208.3524,1263.9638,1152.741,43.8873,14.9533,-12.6604,95.32,95.6199,94.91,95.12,92.7258,7652921.0,0.0,1.0,0.7099000000000046,0.005603568411360671,0.005587926827143264,92.88915782625041,93.69765006179067,94.70096511683658,96.9311,93.1905,95.0608,56.7108,35.8708,1.3383,229.5,229.85,227.57,228.33,221.4487,3003569.0,0.0,1.0,2.280000000000001,-0.003969751447502001,-0.00397765182607035,221.06531619753758,212.7777114528307,204.33351652379315,225.7927,234.1023,242.412,41.2393,12.5436,-1.0135,113.37,114.13,112.67,113.52,108.6105,12470769.0,0.0,1.0,1.4599999999999937,0.00017680974442702002,0.00017679411542648182,109.25133657951856,106.80846920877842,105.05550669689387,116.0962,112.7868,114.4415,48.5738,12.4955,-0.0791,2.76,2.97,3.11,12.37,26.7,11.15,23.67,20.66,14.46,17.73,2904.18,26145.99,8013.710999999999,68.6,1206.65,1209.8,77.66,2.94,1290.33,2846.07,6.0,1.1672,6.8407,111.92,1.3005,1.3104,1120.9,18.88,4.1752,72.02,0.7192,0.968,14.815,7.8485,4.143,1.3713
2018-09-12,1994.0,2000.0,1962.44,1990.0,1990.0,4414012.0,0.0,1.0,37.559999999999945,6.533090101368266e-05,6.532876704312685e-05,1923.76313220444,1827.465476968858,1764.9714787107846,1945.8001,2046.9913,1844.6089,62.6426,25.2968,35.7082,111.43,111.85,110.51,111.71,109.2956,18891064.0,0.0,1.0,1.3399999999999892,-0.010628253720251002,-0.010685137014555757,110.05784898239801,108.3000013826105,108.46156881857775,113.4053,109.5011,105.5969,60.1867,14.3479,0.957,224.94,225.0,219.84,221.07,216.5067,49278740.0,0.0,1.0,5.159999999999997,-0.023585652339601304,-0.023868246121890202,216.56071169396725,207.9319685568227,197.40185035854606,228.6557,218.727,208.7982,61.3956,38.5816,4.88,1182.0,1190.69,1166.16,1171.6,1171.6,1785833.0,0.0,1.0,24.529999999999973,-0.008916033633918352,-0.00895601931502199,1168.8009896796757,1138.0088382590643,1123.6252989062452,1211.1116,1265.0389,1157.1842,41.3021,14.2366,-11.9989,96.26,96.74,95.93,95.97,93.5544,5900027.0,0.0,1.0,0.8099999999999881,0.008936024278032528,0.008896334285004137,92.95251422375037,93.69203241230869,94.67826085709724,98.2056,91.9036,95.0546,59.9958,36.3556,1.5111,230.91,231.99,227.3017,228.15,221.2741,3577707.0,0.0,1.0,4.688299999999998,-0.0007884444568877491,-0.0007887554426924126,221.08520036920066,213.11090316056283,204.6689736223319,226.5591,234.71,242.8608,40.9336,12.2483,-0.5986,114.25,114.88,112.85,113.08,108.1895,10800758.0,0.0,1.0,2.030000000000001,-0.003876236643786779,-0.0038837687194179793,109.15020928623107,106.8626272790224,105.1175659702227,116.168,112.909,114.5385,46.986,13.0838,-0.0084,2.74,2.97,3.11,13.14,26.94,11.18,24.71,21.35,14.87,18.32,2888.92,25998.92,7954.23,70.37,1197.8,1195.6,80.02,2.98,1288.58,2843.52,12.45,1.1626,6.8574,111.29,1.3005,1.3029,1121.62,19.0705,4.1363,72.15,0.7161,0.9704,14.97,7.8485,4.1419999999999995,1.3733
2018-09-11,1928.27,1988.88,1917.0,1987.15,1987.15,5033645.0,0.0,1.0,71.88000000000011,-0.0014321608040200884,-0.0014331873265183148,1929.7999767563979,1833.727615126942,1769.3710533897788,1941.1475,2040.4266,1841.8684,62.3651,25.362,36.1056,108.9,111.59,108.89,111.24,108.8358,24301774.0,0.0,1.0,2.700000000000003,-0.00420693971212005,-0.004215813780182209,109.94146336502678,108.32101309309637,108.46897933702175,113.0074,109.2686,105.5297,59.1722,14.2239,0.8621,218.01,224.299,216.56,223.85,219.2293,35749049.0,0.0,1.0,7.739000000000004,0.012575130469403506,0.01249672017840009,216.81486296120846,208.3750011624375,197.8340770841194,229.2895,218.4803,207.6712,65.7759,39.1138,5.3018,1171.1,1190.94,1165.95,1189.99,1189.99,1462688.0,0.0,1.0,24.99000000000001,0.015696483441447695,0.015574567755344049,1170.8189906625637,1140.0473151900815,1124.9394514031512,1215.2707,1267.5905,1162.9508,44.717,13.4821,-9.9068,97.27,97.66,96.49,96.64,94.2075,6463535.0,0.0,1.0,1.1700000000000017,0.006980965085554347,0.006956710961497414,93.07203667863129,93.71224682751227,94.66893885992701,98.7818,91.1346,94.9582,62.7161,36.3164,1.6231,230.67,231.65,228.66,230.21,223.272,2719540.0,0.0,1.0,2.990000000000009,0.009029072991371345,0.0089885546247217,221.29346700070536,213.5093775464231,205.0373503822857,227.499,235.4005,243.3019,43.3879,11.9374,-0.042,113.54,114.575,113.18,114.43,109.4811,9333781.0,0.0,1.0,1.394999999999996,0.011938311943395563,0.011867612429673713,109.1817226875424,106.96531248376664,105.20397258467374,116.1289,113.2551,114.692,51.6327,13.7639,0.1267,2.76,2.98,3.13,13.22,27.14,11.26,25.03,21.8,15.08,18.9,2887.89,25971.06,7972.473000000001,69.29,1194.0,1189.85,78.22,2.94,1286.77,2838.93,8.1,1.1591,6.8704,111.54,1.3131,1.3015,1126.17,19.21,4.1564,72.69,0.7107,0.9737,15.125,7.8494,4.1435,1.3774
2018-09-10,1971.0,1973.04,1931.52,1939.01,1939.01,4544831.0,0.0,1.0,41.51999999999998,-0.024225649799964777,-0.024523917865090894,1930.677121827217,1837.8563361023562,1772.7302404513673,1936.3051,2034.7555,1837.8547,57.2714,25.5639,36.3779,108.84,109.64,108.36,109.38,107.016,20727906.0,0.0,1.0,1.2800000000000011,-0.01672060112573248,-0.016861968423060425,109.66284780645279,108.26983610905339,108.44020746896192,112.6866,109.061,105.4355,54.8468,14.1655,0.7763,220.95,221.85,216.47,218.33,213.8233,39516453.0,0.0,1.0,5.3799999999999955,-0.024659112627737234,-0.024968241015827175,216.52995220299815,208.58865994038115,198.1506953596814,229.3766,217.9151,206.4537,60.4537,39.7506,5.4799,1184.2,1186.66,1170.61,1175.06,1175.06,1383938.0,0.0,1.0,16.050000000000182,-0.012546323918688485,-0.012625693604588761,1171.2228963137482,1141.4203616532154,1125.9319375139798,1217.9318,1269.3199,1166.5436,40.9516,12.688,-8.9649,96.11,97.19,96.09,96.9,94.461,8332399.0,0.0,1.0,1.0999999999999943,0.002690868561420201,0.0026872546561911292,93.20431889971402,93.7416096970216,94.66482125874035,99.3573,90.2051,94.7812,63.7823,35.9509,1.6742,235.01,235.5,231.74,231.91,224.9208,1948373.0,0.0,1.0,3.759999999999991,0.007384714608190901,0.007357581103511812,221.63892728635247,213.95688430930846,205.431082057884,227.4435,235.9468,244.4502,45.528,11.7811,0.4593,114.85,114.97,113.66,113.71,108.7922,8276789.0,0.0,1.0,1.3100000000000023,-0.006292410288168515,-0.0063122909438257935,109.14462528872883,107.03695513146207,105.27502659289803,116.2061,113.2331,114.7196,49.0813,14.3385,0.1599,2.73,2.94,3.09,14.16,26.13,11.33,24.7,22.06,15.65,18.87,2877.13,25857.07,7924.16,67.55,1195.8,1196.6,76.77,2.9,1286.1,2844.24,10.34,1.1604,6.8545,111.09,1.3159,1.3026,1127.9,19.294,4.1094,72.45,0.7118,0.9740000000000001,15.2,7.8496,4.1435,1.3785
2018-09-07,1938.71,1975.2,1937.35,1952.07,1952.07,4892643.0,0.0,1.0,37.850000000000136,0.006735395897906615,0.006712814458868621,1932.7145387960534,1842.3353033140286,1776.281522818667,1936.0204,2036.6864,1835.3544,59.3414,25.9716,41.0978,108.23,108.7248,107.23,108.21,105.8713,22498646.0,0.0,1.0,1.494799999999998,-0.010696531359796646,-0.010754150503033522,109.30174801536205,108.17577586948266,108.38933801413098,112.648,109.0275,105.4069,51.7949,14.6957,0.8448,221.85,225.37,220.71,221.3,216.732,37619810.0,0.0,1.0,4.659999999999997,0.013603288322647789,0.013511594221037093,216.54919485033165,208.9080066093858,198.51864198622238,230.2759,217.8714,205.4669,65.674,40.6996,6.1896,1172.0,1188.55,1169.27,1177.59,1177.59,1633190.0,0.0,1.0,19.279999999999973,0.0021530815447721174,0.0021507669863964907,1171.8292871410104,1142.8387788432856,1126.954869444396,1222.4446,1269.7354,1175.1539,41.4056,11.9447,-6.1121,95.8,96.4801,95.64,95.83,93.4179,6672449.0,0.0,1.0,0.8400999999999925,-0.01104265252326353,-0.011104075208794306,93.22465995688412,93.72891519909919,94.64012974866628,99.5593,89.557,94.5582,61.2037,35.677,1.6887,235.05,235.64,232.68,233.91,226.8605,1952884.0,0.0,1.0,2.9599999999999795,0.008623924510316572,0.008586950893057832,222.13621992574747,214.4629084540415,205.85542696762886,227.6019,236.3718,245.1416,48.1843,12.035,0.9193,114.5,114.77,113.63,114.32,109.3759,10955590.0,0.0,1.0,1.1400000000000006,0.005365274348712479,0.005350932539916364,109.16665145170704,107.12867845964003,105.35623200690004,116.2716,113.3802,114.8259,51.2576,14.7351,0.2732,2.71,2.94,3.11,14.88,26.07,11.3,24.72,22.28,15.67,19.53,2871.68,25916.54,7902.543000000001,67.73,1200.75,1198.9,75.55,2.88,1284.81,2841.06,20.57,1.1572,6.8419,111.18,1.317,1.2934,1123.5,19.211,4.0594,71.78,0.7135,0.9684,15.1425,7.8494,4.1435,1.3781
2018-09-06,2006.51,2007.5,1935.21,1958.31,1958.31,7488680.0,0.0,1.0,72.28999999999996,0.0031966066790638514,0.0031915083938525157,1935.1522017678578,1846.883330635047,1779.8860471192875,1934.331,2035.5939,1833.068,60.3311,26.2966,45.1947,108.25,108.99,107.51,108.74,106.3898,23477624.0,0.0,1.0,1.4799999999999898,0.004897455684401697,0.004885502160328237,109.02441963294662,108.10573760009119,108.34974320196997,112.731,109.1135,105.4961,53.3466,15.3669,1.0391,226.23,227.35,221.3,223.1,218.4948,34289976.0,0.0,1.0,6.049999999999983,0.0081335474226234,0.008100648395924281,216.7344905788715,209.2839592913707,198.91420947164372,230.4001,217.5105,204.621,69.11,40.8309,6.703,1198.57,1198.99,1163.61,1183.99,1183.99,2342722.0,0.0,1.0,35.38000000000011,0.00543482876043444,0.005420113371608082,1172.9874502704379,1144.4525522219803,1128.0842779702496,1227.1661,1270.6603,1183.672,42.5389,11.1623,-2.6397,96.53,96.72,96.01,96.45,94.0223,6150827.0,0.0,1.0,0.7099999999999937,0.006469852137545251,0.00644901248223384,93.30062567527611,93.74042048540903,94.62789549621745,100.0167,88.8319,94.4243,63.7002,35.5633,1.7915,237.0,238.63,233.88,234.52,227.4522,2651790.0,0.0,1.0,4.75,0.0026082107726994597,0.0026048152937834246,222.64250374234297,214.97229243623596,206.283085839557,227.8555,236.6309,245.4063,49.0129,12.4386,1.2895,114.5,114.7,113.5,114.1,109.1654,9877635.0,0.0,1.0,1.2000000000000028,-0.001924555592228261,-0.0019264099289069136,109.16653226583017,107.20854989259533,105.43166107607034,116.5291,113.2292,114.8791,50.5057,15.2284,0.3517,2.64,2.88,3.06,14.65,26.16,11.54,24.48,22.08,16.25,19.42,2878.05,25995.87,7922.727,67.81,1204.3,1205.15,75.67,2.93,1285.57,2851.2,24.8,1.1624,6.8322,110.87,1.3212,1.2933,1122.4,19.361,4.1462,71.94,0.7198,0.9682,15.3,7.8495,4.143,1.3752
2018-09-05,2038.11,2040.38,1989.89,1994.82,1994.82,8220576.0,0.0,1.0,50.49000000000001,0.01864362639214434,0.018471964309832778,1940.834849218538,1852.684768649359,1784.1421649981135,1931.8068,2033.829,1829.7847,66.4958,26.6387,49.131,111.01,111.42,108.1,108.49,106.1452,32872352.0,0.0,1.0,3.3200000000000074,-0.002299092582183526,-0.00230173955340085,108.75020823933265,108.02885377263662,108.30608888113888,112.7737,109.1528,105.532,52.7117,16.1695,1.2181,228.99,229.67,225.1,226.87,222.187,33332960.0,0.0,1.0,4.569999999999993,0.01689834266078649,0.016757154017959408,217.25377719040753,209.78996088778754,199.37505680883888,230.2179,216.9222,203.6264,77.1402,40.8365,7.0776,1209.22,1214.87,1175.34,1199.1,1199.1,2699394.0,0.0,1.0,39.52999999999997,0.012761932110912921,0.012681184923049038,1175.4743597684915,1146.5955893897458,1129.4905298916308,1231.711,1270.5499,1192.8721,45.3213,10.3387,1.1792,95.67,96.83,95.36,96.62,94.188,9474608.0,0.0,1.0,1.4699999999999989,0.0017623478685375726,0.0017607967556658721,93.385137515726,93.75797262323613,94.61918469431215,100.0576,88.3645,94.211,64.3843,35.2354,1.8335,237.01,239.4497,236.17,237.56,230.4005,2092231.0,0.0,1.0,3.2797000000000196,0.012962283943615427,0.012878992533550182,223.3813605287865,215.57732018383456,206.76065839718956,228.0904,236.8531,245.6158,53.3568,13.0394,1.6811,115.0,115.7,114.25,114.59,109.6342,11462446.0,0.0,1.0,1.4500000000000028,0.004294400973202217,0.00428520634755003,109.21107205003682,107.30367342621905,105.5148796686234,116.9391,112.9832,114.9612,52.2098,15.7735,0.4693,2.66,2.9,3.08,13.91,26.62,11.24,24.58,22.7,15.43,18.33,2888.6,25974.99,7995.172,68.69,1194.7,1196.7,76.68,3.0,1285.74,2845.5,30.89,1.162,6.827000000000001,111.47,1.3191,1.2903,1121.0,19.427,4.1589,71.75,0.7189,0.9716,15.4725,7.8492,4.146,1.3763
2018-09-04,2026.5,2050.5,2013.0,2039.51,2039.51,5721093.0,0.0,1.0,37.5,0.0224030238317241,0.022155762218649677,1950.2324826262964,1860.0112483101686,1789.198953810032,1925.1739,2025.6368,1824.7109,75.4622,25.9532,49.7231,110.85,111.955,110.22,111.71,109.2956,22634641.0,0.0,1.0,1.7349999999999994,0.029680098581942316,0.02924817009934877,108.80215031177715,108.07853009527832,108.32568316072029,112.8353,109.2226,105.6099,63.2412,16.823,1.4542,228.41,229.18,226.63,228.36,223.6462,27390132.0,0.0,1.0,2.5500000000000114,0.006567440939388769,0.006545969257208739,217.86257936274967,210.33334281375667,199.85567350569355,228.8618,215.875,202.8883,80.6591,39.9127,7.0688,1222.52,1227.87,1206.56,1211.31,1211.31,2072869.0,0.0,1.0,21.309999999999945,0.010182636977733361,0.010131143196456804,1178.887277885778,1149.1334094136773,1131.110717418529,1235.1437,1270.6453,1199.6422,47.7172,9.688,4.4978,95.8,96.27,95.24,95.36,92.9598,8280741.0,0.0,1.0,1.0300000000000011,-0.013039877691425672,-0.01312564329438537,93.34462918089496,93.72667173605039,94.5863255914545,100.002,87.9129,93.9575,61.4709,34.8902,1.8432,237.76,238.12,234.59,237.66,230.4975,2083698.0,0.0,1.0,3.530000000000001,0.00042100603080297283,0.0004209174326303966,224.0590880974735,216.16242527466457,207.23069486457194,228.0043,236.7787,245.5531,53.5049,13.4272,1.847,114.34,115.24,113.63,115.15,110.17,10174177.0,0.0,1.0,1.6099999999999994,0.004887161123080075,0.00487525771797781,109.30239852146188,107.41607838989674,105.60706026924471,117.1953,112.8052,115.0002,54.1952,16.0407,0.5626,2.66,2.9,3.07,13.16,26.7,11.42,23.69,22.53,15.07,18.11,2896.72,25952.48,8091.246,69.82,1195.75,1190.85,77.51,2.96,1286.85,2845.29,18.59,1.1566,6.8427,111.44,1.3182,1.2833,1117.5,19.3505,4.156000000000001,71.58,0.7174,0.9753,15.305,7.8491,4.137,1.3761
2018-08-31,2007.0,2022.38,2004.74,2012.71,2012.71,4204378.0,0.0,1.0,17.6400000000001,-0.013140411177194555,-0.013227510233182471,1956.182722376173,1865.9994346509466,1793.6249151207244,1913.1385,2001.8223,1824.4546,73.4204,24.7072,45.2054,111.685,112.777,111.515,112.33,109.9022,23222713.0,0.0,1.0,1.2620000000000005,0.005550086188282011,0.00553474121104891,108.90691694875075,108.15004656213016,108.35690131595355,112.3825,108.9608,105.539,65.6396,16.6788,1.4066,226.51,228.87,226.0,227.63,222.9313,43340134.0,0.0,1.0,2.8700000000000045,-0.0031965667201141468,-0.0032016866532291743,218.34531466153544,210.8273803504721,200.3126166045907,226.3881,214.5608,202.7336,80.2396,38.5198,6.8031,1252.21,1252.55,1225.75,1231.8,1231.8,2115424.0,0.0,1.0,26.799999999999955,0.016915570745721586,0.016774095671098443,1183.9265847537993,1152.375236495494,1133.10456459836,1237.6526,1270.6945,1204.6106,52.1089,9.6764,7.425,96.19,96.44,95.11,95.86,93.4472,6324813.0,0.0,1.0,1.3299999999999983,0.005243126598809322,0.005229429267577856,93.35439783033353,93.71571206012685,94.56376864904945,100.0809,87.5388,93.8098,63.4268,34.6519,1.957,238.94,239.35,237.12,237.81,230.643,1965472.0,0.0,1.0,2.2299999999999898,0.0006312432889727937,0.0006310441387311627,224.68612732628557,216.73029095016793,207.6943048672537,227.9524,236.6859,245.4195,53.7175,14.0278,2.0216,114.83,114.84,113.819,114.58,109.6246,13065719.0,0.0,1.0,1.0210000000000008,-0.004950530997549274,-0.00496282546902016,109.33308437656075,107.50268708048903,105.68661551143788,117.3029,112.666,114.9845,52.4466,16.4791,0.6165,2.62,2.86,3.02,12.86,25.02,10.96,22.92,20.26,14.43,17.19,2901.52,25964.82,8109.535,69.84,1206.85,1202.45,76.94,2.98,1286.52,2855.22,103.98,1.1596,6.83,110.98,1.3072,1.2964,1116.5,19.2135,4.128,71.0,0.7192,0.9698,14.7,7.8486,4.1080000000000005,1.3722
2018-08-30,1997.42,2025.57,1986.9,2002.38,2002.38,7277257.0,0.0,1.0,38.669999999999845,-0.005132383701576426,-0.005145599621648955,1960.5824631022517,1871.3476921156155,1797.7586791777396,1902.6573,1985.6268,1819.6878,72.5851,23.6339,41.5104,111.67,112.61,111.44,111.95,109.5304,22798702.0,0.0,1.0,1.1700000000000017,-0.0033830078014815967,-0.003388743111092829,108.96629628696496,108.2041780694976,108.38013891365743,111.6568,108.6061,105.5555,64.8637,15.9166,1.2623,223.25,228.26,222.4,225.03,220.385,48793824.0,0.0,1.0,5.859999999999985,-0.011421904416293316,-0.011487635360911241,218.53957040805588,211.2021889641791,200.71008954311364,223.6759,213.1851,202.6944,78.6743,37.0709,6.4393,1263.4,1269.49,1247.21,1254.44,1254.44,1505219.0,0.0,1.0,22.279999999999973,0.01837960707907138,0.018212743589899105,1190.6421481105801,1156.3777762407688,1135.5072464875013,1238.2686,1271.0665,1205.4708,57.6814,10.1715,8.9669,95.5,96.495,95.45,96.1,93.6811,7058718.0,0.0,1.0,1.0450000000000017,0.0025030177469202997,0.0024998904154234225,93.38551232268271,93.71435472443561,94.54629006193956,100.0057,87.1824,93.594,64.3606,34.4009,2.0229,240.8,241.12,238.68,239.4,232.1851,1963935.0,0.0,1.0,2.4399999999999977,0.0066860906249051055,0.006663837855270138,225.40031519997265,217.3363618932986,208.17927110750608,227.8618,236.5676,245.2735,55.9565,14.2555,2.1999,115.59,116.04,114.98,115.19,110.2082,8991802.0,0.0,1.0,1.0600000000000023,0.00532362261755126,0.0053095022309008755,109.41642872165019,107.6087856263522,105.77615183794406,117.4084,112.6456,115.027,54.5643,17.0786,0.7344,2.64,2.86,3.0,13.53,24.89,11.41,23.89,20.73,14.61,17.01,2901.13,25986.92,8088.363,70.25,1202.35,1197.3,77.05,2.96,1286.85,2855.94,30.45,1.1646,6.8415,111.17,1.2991,1.2997,1113.13,19.1575,4.2016,70.74,0.7262,0.9709,14.7675,7.8487,4.1080000000000005,1.3684
2018-08-29,1953.45,1998.69,1948.94,1998.1,1998.1,6531761.0,0.0,1.0,49.75,-0.0021374564268521468,-0.00213974404721462,1964.1555618544182,1876.3183708561796,1801.7258340455073,1892.1602,1965.5707,1818.7496,72.2417,22.5041,37.2421,110.45,112.03,110.27,112.02,109.5989,20818044.0,0.0,1.0,1.7600000000000051,0.0006253971500149724,0.0006252016707151142,109.02654425963497,108.25887304716436,108.4042727965553,110.9409,108.2541,105.5673,65.1211,15.1578,1.0984,220.15,223.49,219.41,222.98,218.3773,27254804.0,0.0,1.0,4.0800000000000125,-0.009109966649272883,-0.00915171614656618,218.52411608347913,211.48356586754466,201.05993529473514,221.3179,211.9383,202.5587,77.3292,35.5792,6.1461,1255.0,1267.17,1252.8,1264.65,1264.65,1846615.0,0.0,1.0,14.370000000000118,0.008139089952488687,0.008106146193952668,1197.6905149571915,1160.6237457999543,1138.0645287352736,1236.5664,1268.819,1204.3137,60.4509,10.0481,8.4993,96.28,96.83,95.53,95.64,93.2327,7862835.0,0.0,1.0,1.2999999999999972,-0.004786451055762697,-0.004797942797052812,93.3709587681415,93.69546630386951,94.52027837754471,99.8939,86.7665,93.3302,63.3789,33.9691,2.0532,242.05,242.79,240.31,241.4,234.1248,1911957.0,0.8,1.0,2.4799999999999898,0.00835411057815505,0.008319408134458861,226.23121851426097,217.99473201513004,208.6930439568624,227.7264,236.2695,244.8125,58.8895,14.2285,2.2335,116.35,116.37,115.36,115.76,110.7536,7221744.0,0.0,1.0,1.0100000000000051,0.004948815060948242,0.004936609926434521,109.54377836720732,107.73211168022075,105.87471516788575,117.3947,112.625,115.0099,56.5927,17.2396,0.8121,2.67,2.89,3.02,12.25,24.32,11.25,20.97,18.52,14.38,16.37,2914.04,26124.57,8109.688,69.68,1204.3,1204.2,76.07,2.96,1287.36,2853.61,12.52,1.1699,6.819,111.8,1.2941,1.3006,1109.2,19.0415,4.122,70.53,0.7292,0.9732,14.3425,7.8486,4.105,1.3658
2018-08-28,1937.73,1941.78,1928.82,1932.82,1932.82,3100727.0,0.0,1.0,12.960000000000036,-0.03267103748561129,-0.03321665263700879,1961.171222630188,1878.5341210186823,1804.321758123814,1881.0086,1948.2822,1813.735,66.0868,21.5577,31.6884,109.94,110.5,109.79,110.26,107.877,19151528.0,0.0,1.0,0.7099999999999937,-0.015710924105990176,-0.01583564875864507,108.91706385395545,108.24389763355006,108.39383175107896,110.1605,107.8577,105.5549,61.4699,14.5105,0.8661,219.01,220.54,218.92,219.7,215.165,22776766.0,0.0,1.0,1.6200000000000045,-0.014709862243007854,-0.014819125084709839,218.2042002660049,211.6279358335233,201.33924350672058,220.0927,210.776,201.4594,74.9252,34.302,5.8911,1255.9,1256.56,1242.97,1245.86,1245.86,1366516.0,0.0,1.0,13.589999999999918,-0.014857865812675564,-0.014969349552765188,1202.2780849612686,1163.9663440038776,1140.199092522694,1233.6102,1264.0819,1203.1385,56.8267,9.7241,6.7393,94.77,96.35,94.53,96.07,93.6519,9983002.0,0.0,1.0,1.8199999999999932,0.004496276521006148,0.004486198467580138,93.39771507593755,93.69375782136483,94.50308276610818,99.8274,86.3469,93.0871,64.9682,33.476,2.1088,243.06,245.08,241.59,242.37,234.2891,2951180.0,0.0,1.0,3.490000000000009,0.0007017624788148158,0.0007015163586645556,226.99863579861707,218.6337268380661,209.19989655177602,227.6497,235.7294,243.8092,60.347,13.91,2.0403,117.0,117.03,115.97,116.14,111.1172,8302618.0,0.0,1.0,1.0600000000000023,0.0032829632625936966,0.003277586104163177,109.69362804652091,107.86486024178072,105.9785267487197,117.3153,112.5466,114.9309,57.9573,17.2462,0.8414,2.67,2.88,3.03,12.5,24.5,11.46,21.22,18.92,14.38,17.21,2897.52,26064.02,8030.039000000001,68.54,1212.75,1212.25,75.91,2.98,1287.13,2852.7,50.18,1.172,6.8018,111.04,1.2925,1.2886,1105.14,18.9225,4.1248,70.09,0.7352,0.9752,14.12,7.8494,4.095,1.3621
